1165,1106 Marne-la-Vallée,11,Île-de-France,1106,Marne-la-Vallée,032000,106905,108292,590548014,605966368
1279,1108 Melun,11,Île-de-France,1108,Melun,032000,47348,47931,232813170,244709873
1422,3219 Saint-Omer,32,Hauts-de-France,3219,Saint-Omer,032000,41954,42664,190043224,198572047
1460,3222 Valenciennes,32,Hauts-de-France,3222,Valenciennes,032000,76430,77708,353085120,366916920
1473,1111 Rambouillet,11,Île-de-France,1111,Rambouillet,032000,15605,15603,82713359,85885776
1570,4403 Charleville-Mézières,44,Grand Est,4403,Charleville-Mézières,032000,40649,40954,186050974,196262983
1601,1113 Saclay,11,Île-de-France,1113,Saclay,032000,143299,144185,945675348,973638101
1646,4404 Chaumont,44,Grand Est,4404,Chaumont,032000,25706,26069,110725512,116676585
1727,1115 Versailles-Saint-Quentin,11,Île-de-France,1115,Versailles-Saint-Quentin,032000,217421,218393,1622115317,1637443796
1972,4425 Troyes,44,Grand Est,4425,Troyes,032000,64033,64460,275727616,287437456
2052,4427 Vitry-le-François Saint-Dizier,44,Grand Est,4427,Vitry-le-François Saint-Dizier,032000,28514,28834,127230173,133847773
2081,2406 Chinon,24,Centre-Val de Loire,2406,Chinon,032000,8074,8295,39820388,42064505
2661,2415 Vierzon,24,Centre-Val de Loire,2415,Vierzon,032000,11111,11185,49255277,51801695
2712,4419 Sarrebourg,44,Grand Est,4419,Sarrebourg,032000,17875,18079,74988620,79945706
2713,0056 Cosne-Cours-sur-Loire,24,Centre-Val de Loire,56,Cosne-Cours-sur-Loire,032000,2922,2954,15094459,16037711
2952,4426 Verdun,44,Grand Est,4426,Verdun,032000,13460,13690,55569063,58168092
2993,2701 Autun,27,Bourgogne-Franche-Comté,2701,Autun,032000,8198,8398,34062185,36122547
3022,4427 Vitry-le-François Saint-Dizier,44,Grand Est,4427,Vitry-le-François Saint-Dizier,032000,1155,1165,4921247,5130606
3075,2702 Auxerre,27,Bourgogne-Franche-Comté,2702,Auxerre,032000,46076,46644,201779874,212462044
3145,2703 Avallon,27,Bourgogne-Franche-Comté,2703,Avallon,032000,9264,9526,35532538,37707519
3292,4418 Saint-Louis,44,Grand Est,4418,Saint-Louis,032000,17970,18164,90663439,96287376
3368,4419 Sarrebourg,44,Grand Est,4419,Sarrebourg,032000,7866,7927,38229408,39927531
3397,2709 Châtillon-Montbard,27,Bourgogne-Franche-Comté,2709,Châtillon-Montbard,032000,12038,12228,49475034,52247870
