20780,8429 Saint Flour,84,Auvergne-Rhône-Alpes,8429,Saint Flour,121998,4686,4807,18011818,17617773
20823,8432 Vichy,84,Auvergne-Rhône-Alpes,8432,Vichy,121998,26525,26792,126610118,121121757
20896,9301 Aix-en-Provence,93,Provence-Alpes-Côte d'Azur,9301,Aix-en-Provence,121998,77002,77133,396465704,376512167
20930,9302 Briançon,93,Provence-Alpes-Côte d'Azur,9302,Briançon,121998,7968,8036,31466867,34073950
20994,9304 Cannes,93,Provence-Alpes-Côte d'Azur,9304,Cannes,121998,92386,94422,519076481,498835847
21340,9315 Nice,93,Provence-Alpes-Côte d'Azur,9315,Nice,121998,138390,139114,712775180,672315816
21536,0055 Bollène-Pierrelatte,93,Provence-Alpes-Côte d'Azur,55,Bollène-Pierrelatte,121998,3799,3791,17244635,16550857
21700,9404 Corte,94,Corse,9404,Corte,121998,1336,1362,5282930,5128762
21978,0058 La Vallée de la Bresle-Vimeu,32,Hauts-de-France,58,La Vallée de la Bresle-Vimeu,121998,11744,11825,55580116,53087835
22053,3204 Berck,32,Hauts-de-France,3204,Berck,121998,23479,23893,109378519,105314875
22088,3205 Béthune,32,Hauts-de-France,3205,Béthune,121998,48956,49171,237715343,225087802
22186,3208 Cambrai,32,Hauts-de-France,3208,Cambrai,121998,35034,34528,151543071,143523926
22305,3216 Lille,32,Hauts-de-France,3216,Lille,121998,263633,264613,1438104062,1350609289
22398,3219 Saint-Omer,32,Hauts-de-France,3219,Saint-Omer,121998,40358,40966,194322058,188134974
22466,4402 Châlons-en-Champagne,44,Grand Est,4402,Châlons-en-Champagne,121998,24789,24891,122731719,114276610
22523,4404 Chaumont,44,Grand Est,4404,Chaumont,121998,25214,25475,117563169,110979945
22554,4406 Épernay,44,Grand Est,4406,Épernay,121998,17912,18065,104950899,92811245
22616,4415 Romilly-sur-Seine,44,Grand Est,4415,Romilly-sur-Seine,121998,17801,17847,92430376,85009572
22798,4408 Forbach,44,Grand Est,4408,Forbach,121998,16736,16766,75343188,70288057
22832,4410 Metz,44,Grand Est,4410,Metz,121998,115929,116080,629717824,583647155
22889,4414 Remiremont,44,Grand Est,4414,Remiremont,121998,26031,26420,118882729,113817845
22950,4417 Saint-Dié-des-Vosges,44,Grand Est,4417,Saint-Dié-des-Vosges,121998,22537,22488,109223025,101450005
23044,4421 Sedan,44,Grand Est,4421,Sedan,121998,2037,2034,9701052,8962626
23112,4426 Verdun,44,Grand Est,4426,Verdun,121998,13010,13135,58838355,54907165
23174,4405 Colmar,44,Grand Est,4405,Colmar,121998,54119,54228,296914311,271185581
23206,4409 Haguenau,44,Grand Est,4409,Haguenau,121998,59218,59156,324496921,294451932
23403,5201 Ancenis,52,Pays de la Loire,5201,Ancenis,121998,21867,21842,95137072,92150853
23499,5204 Château-Gontier,52,Pays de la Loire,5204,Château-Gontier,121998,8200,8271,37343987,35397576
23628,5208 La Ferté-Bernard,52,Pays de la Loire,5208,La Ferté-Bernard,121998,16199,16219,81910345,76335182
23659,5209 La Flèche,52,Pays de la Loire,5209,La Flèche,121998,10728,10773,47501442,45454703
23874,5216 Nantes,52,Pays de la Loire,5216,Nantes,121998,214989,215658,1146178180,1100271021
23904,5217 Pornic,52,Pays de la Loire,5217,Pornic,121998,8012,8353,34136326,33938395
23935,5218 Sablé-sur-Sarthe,52,Pays de la Loire,5218,Sablé-sur-Sarthe,121998,13677,13703,64584772,60895349
23994,5220 Saumur,52,Pays de la Loire,5220,Saumur,121998,17939,18030,80120943,76709713
24017,5221 Segré-en-Anjou Bleu,52,Pays de la Loire,5221,Segré-en-Anjou Bleu,121998,10001,10059,42714870,40229272
24084,0062 Redon,52,Pays de la Loire,62,Redon,121998,1645,1660,7304946,6878657
24173,5303 Carhaix-Plouguer,53,Bretagne,5303,Carhaix-Plouguer,121998,12449,12476,54791861,50643823
24316,5307 Lamballe-Armor,53,Bretagne,5307,Lamballe-Armor,121998,9439,9679,40647814,38824238
24377,5309 Lorient,53,Bretagne,5309,Lorient,121998,41030,41508,192825799,184078141
24489,5313 Quimper,53,Bretagne,5313,Quimper,121998,58070,59237,276672858,263320024
24592,5316 Saint-Brieuc,53,Bretagne,5316,Saint-Brieuc,121998,40074,40376,186783342,175879319
24622,5317 Saint-Malo,53,Bretagne,5317,Saint-Malo,121998,25754,26398,114417829,111012587
24710,0062 Redon,53,Bretagne,62,Redon,121998,14571,14647,63260066,60041037
24776,7505 Bordeaux,75,Nouvelle-Aquitaine,7505,Bordeaux,121998,9,9,22179,22160
24829,7508 Châtellerault,75,Nouvelle-Aquitaine,7508,Châtellerault,121998,20633,20979,106526247,101050739
24925,7516 Libourne,75,Nouvelle-Aquitaine,7516,Libourne,121998,363,369,1369986,1330197
25047,7525 Rochefort,75,Nouvelle-Aquitaine,7525,Rochefort,121998,11757,11956,52706660,50735902
25126,0103 Marie-Galante,1,Guadeloupe,103,Marie-Galante,121998,724,759,2714652,2802318
25192,0105 Sud Basse-Terre,1,Guadeloupe,105,Sud Basse-Terre,121998,7249,7209,32275093,30943800
25259,0202 Le Centre agglomération,2,Martinique,202,Le Centre agglomération,121998,38236,38058,212878158,194839885
25376,0205 Le Sud,2,Martinique,205,Le Sud,121998,2746,2761,10843968,10459559
25407,0206 Le Sud-Caraibe,2,Martinique,206,Le Sud-Caraibe,121998,5977,5951,26250214,24666793
25439,0301 Est-littoral,3,Guyane,301,Est-littoral,121998,12497,12508,68102899,62786067
25690,1102 Coulommiers,11,Île-de-France,1102,Coulommiers,121998,9316,9316,46435606,43490268
25786,1105 Fontainebleau-Nemours,11,Île-de-France,1105,Fontainebleau-Nemours,121998,34651,34930,196437883,183350101
25915,1109 Paris,11,Île-de-France,1109,Paris,121998,2746725,2734795,20262829676,19241849655
25974,1111 Rambouillet,11,Île-de-France,1111,Rambouillet,121998,14380,14540,85965310,80364234
26015,1112 Roissy,11,Île-de-France,1112,Roissy,121998,219156,219809,1478090860,1341870388
26111,1115 Versailles-Saint-Quentin,11,Île-de-France,1115,Versailles-Saint-Quentin,121998,205915,206753,1555886773,1484144501
26316,2406 Chinon,24,Centre-Val de Loire,2406,Chinon,121998,8209,8374,41233792,40224517
26496,2412 Romorantin-Lanthenay,24,Centre-Val de Loire,2412,Romorantin-Lanthenay,121998,18425,18611,90576042,86052194
26532,2413 Tours,24,Centre-Val de Loire,2413,Tours,121998,123615,123991,634898735,595243333
26564,2414 Vendôme,24,Centre-Val de Loire,2414,Vendôme,121998,13401,13534,63393815,60233218
26651,0057 Dreux,24,Centre-Val de Loire,57,Dreux,121998,24613,24582,131883345,123308977
26742,2701 Autun,27,Bourgogne-Franche-Comté,2701,Autun,121998,8462,8489,38850281,35766434
26859,2707 Chalon-sur-Saône,27,Bourgogne-Franche-Comté,2707,Chalon-sur-Saône,121998,41510,42060,226038730,210088617
