27869,2802 Avranches,28,Normandie,2802,Avranches,032005,19991,20252,94896516,99327042
27953,2806 Coutances,28,Normandie,2806,Coutances,032005,11379,11591,52758420,55408108
27986,2809 Flers,28,Normandie,2809,Flers,032005,26535,27064,129042889,136406143
28020,2810 Granville,28,Normandie,2810,Granville,032005,10046,10270,44527138,46637059
28054,2811 Honfleur Pont-Audemer,28,Normandie,2811,Honfleur Pont-Audemer,032005,10618,11018,51362235,56103435
28153,2816 Saint-Lô,28,Normandie,2816,Saint-Lô,032005,24044,24444,111113121,116205989
28182,2818 Vire Normandie,28,Normandie,2818,Vire Normandie,032005,10130,10241,49080623,50724677
28377,3210 Compiègne,32,Hauts-de-France,3210,Compiègne,032005,52905,53635,297379054,311630188
28425,7526 Royan,75,Nouvelle-Aquitaine,7526,Royan,032005,18273,20048,79822566,90591032
28627,7504 Bergerac,75,Nouvelle-Aquitaine,7504,Bergerac,032005,20323,20630,94736949,99260487
28656,7505 Bordeaux,75,Nouvelle-Aquitaine,7505,Bordeaux,032005,296435,299494,1704769704,1764313646
28683,7507 Brive-la-Gaillarde,75,Nouvelle-Aquitaine,7507,Brive-la-Gaillarde,032005,4604,4655,23970023,25425289
28710,7510 Dax,75,Nouvelle-Aquitaine,7510,Dax,032005,31760,33068,153479505,164743058
28777,7514 Langon,75,Nouvelle-Aquitaine,7514,Langon,032005,15479,15746,69419447,72097419
28877,7517 Limoges,75,Nouvelle-Aquitaine,7517,Limoges,032005,557,568,2134198,2210958
28938,7519 Mont-de-Marsan,75,Nouvelle-Aquitaine,7519,Mont-de-Marsan,032005,24431,24928,114178341,120227556
29071,7527 Saint-Junien,75,Nouvelle-Aquitaine,7527,Saint-Junien,032005,15,15,41107,41105
29201,7511 Guéret,75,Nouvelle-Aquitaine,7511,Guéret,032005,20179,20484,90892171,94736992
29268,7527 Saint-Junien,75,Nouvelle-Aquitaine,7527,Saint-Junien,032005,12402,12805,51486109,54319037
29330,0063 Ussel,75,Nouvelle-Aquitaine,63,Ussel,032005,9987,10139,47512991,49983519
29697,7621 Rodez,76,Occitanie,7621,Rodez,032005,33312,33794,160533154,168384085
29918,7606 Béziers,76,Occitanie,7606,Béziers,032005,39303,40466,178633245,188547858
30020,7612 Foix-Pamiers,76,Occitanie,7612,Foix-Pamiers,032005,289,296,1363675,1417308
30120,7616 Montpellier,76,Occitanie,7616,Montpellier,032005,155365,157602,816398446,845473744
30179,7618 Nîmes,76,Occitanie,7618,Nîmes,032005,74552,75659,369100739,383831202
30247,7623 Sète,76,Occitanie,7623,Sète,032005,16244,16808,74577594,78945373
30272,7625 Toulouse,76,Occitanie,7625,Toulouse,032005,17,17,44463,45279
30333,0053 Avignon,76,Occitanie,53,Avignon,032005,7149,7254,38756267,39832016
30364,8401 Annecy,84,Auvergne-Rhône-Alpes,8401,Annecy,032005,86690,87032,471589838,490636846
30571,8409 Grenoble,84,Auvergne-Rhône-Alpes,8409,Grenoble,032005,186965,186116,1165155321,1181669634
30701,8414 La Vallée de l'Arve,84,Auvergne-Rhône-Alpes,8414,La Vallée de l'Arve,032005,33253,32768,193929227,196881765
30892,8420 Les Sources de la Loire,84,Auvergne-Rhône-Alpes,8420,Les Sources de la Loire,032005,4701,4762,23839024,25071350
30948,8422 Montélimar,84,Auvergne-Rhône-Alpes,8422,Montélimar,032005,22169,23020,117827919,123479704
31037,8427 Romans sur Isère,84,Auvergne-Rhône-Alpes,8427,Romans sur Isère,032005,21696,21924,107310174,111125024
31159,8433 Vienne-Annonay,84,Auvergne-Rhône-Alpes,8433,Vienne-Annonay,032005,55919,56678,296800120,311287342
31188,8434 Villefranche-sur-Saône,84,Auvergne-Rhône-Alpes,8434,Villefranche-sur-Saône,032005,38660,38950,202738939,210795852
31310,0064 Valréas,84,Auvergne-Rhône-Alpes,64,Valréas,032005,4368,4529,19088312,19908266
31404,8410 Issoire,84,Auvergne-Rhône-Alpes,8410,Issoire,032005,17709,18040,84823125,88402503
31431,8417 Le Livradois,84,Auvergne-Rhône-Alpes,8417,Le Livradois,032005,17553,17822,84789047,88646611
31467,8419 Le Puy en Velay,84,Auvergne-Rhône-Alpes,8419,Le Puy en Velay,032005,23885,24362,109628378,114930232
31565,8424 Moulins,84,Auvergne-Rhône-Alpes,8424,Moulins,032005,22240,22459,102662807,107708649
31698,0063 Ussel,84,Auvergne-Rhône-Alpes,63,Ussel,032005,4811,4977,20101482,21148053
31726,9301 Aix-en-Provence,93,Provence-Alpes-Côte d'Azur,9301,Aix-en-Provence,032005,103229,104409,587992390,604681340
31779,9303 Brignoles,93,Provence-Alpes-Côte d'Azur,9303,Brignoles,032005,15107,15403,67287731,70639301
31866,9306 Cavaillon,93,Provence-Alpes-Côte d'Azur,9306,Cavaillon,032005,25801,26514,124996027,133192118
31894,9307 Digne-les-Bains,93,Provence-Alpes-Côte d'Azur,9307,Digne-les-Bains,032005,16392,16334,77338097,79774704
31932,9308 Draguignan,93,Provence-Alpes-Côte d'Azur,9308,Draguignan,032005,15710,16052,71600629,75392110
32235,9318 Toulon,93,Provence-Alpes-Côte d'Azur,9318,Toulon,032005,107660,110519,521450501,552407381
32390,9401 Ajaccio,94,Corse,9401,Ajaccio,032005,22320,23489,109831073,119718998
32550,9406 Porto-Vecchio,94,Corse,9406,Porto-Vecchio,032005,5458,6654,24562529,30726110
6,0101 Côte sous le vent,1,Guadeloupe,101,Côte sous le vent,032006,1002,997,4176864,4151645
36,0102 Est Grande Terre,1,Guadeloupe,102,Est Grande Terre,032006,4411,4349,20466339,20990568
98,0104 Région Pointoise,1,Guadeloupe,104,Région Pointoise,032006,47733,48242,282651120,295911464
325,0205 Le Sud,2,Martinique,205,Le Sud,032006,3724,3707,17353393,17512915
513,0302 Ouest-Guyanais,3,Guyane,302,Ouest-Guyanais,032006,1624,1636,6863897,7121164
581,0303 Savanes,3,Guyane,303,Savanes,032006,4209,4241,34332391,35790521
633,0401 L'Est,4,La Réunion,401,L'Est,032006,9345,9557,42885400,45123325
654,3203 Arras,32,Hauts-de-France,3203,Arras,032006,45492,46223,230766392,241527893
689,0402 L'Ouest,4,La Réunion,402,L'Ouest,032006,34522,34918,183143511,190895313
991,1103 Etampes,11,Île-de-France,1103,Etampes,032006,18205,18422,119463680,123970721
1096,3213 Dunkerque,32,Hauts-de-France,3213,Dunkerque,032006,75000,75006,411275085,430139520
1189,1106 Marne-la-Vallée,11,Île-de-France,1106,Marne-la-Vallée,032006,129383,130509,819094401,831721766
1242,3216 Lille,32,Hauts-de-France,3216,Lille,032006,293685,295416,1712822886,1761155552
1293,1108 Melun,11,Île-de-France,1108,Melun,032006,45226,45660,260625836,269235086
1304,3217 Maubeuge,32,Hauts-de-France,3217,Maubeuge,032006,38462,38911,201703328,211462412
1380,3218 Roubaix-Tourcoing,32,Hauts-de-France,3218,Roubaix-Tourcoing,032006,98870,100123,543174358,559424210
1483,1111 Rambouillet,11,Île-de-France,1111,Rambouillet,032006,16172,16318,99660542,103249890
1666,4404 Chaumont,44,Grand Est,4404,Chaumont,032006,25920,26323,130202462,137355618
1675,1114 Seine-Yvelinoise,11,Île-de-France,1114,Seine-Yvelinoise,032006,165880,167697,1096989187,1118588978
1806,4413 Reims,44,Grand Est,4413,Reims,032006,91577,92489,501964628,523335268
1986,4425 Troyes,44,Grand Est,4425,Troyes,032006,66275,66892,325388246,337555027
2115,2406 Chinon,24,Centre-Val de Loire,2406,Chinon,032006,9218,9370,53196819,57185139
2162,4401 Bar-le-Duc,44,Grand Est,4401,Bar-le-Duc,032006,16920,17188,84387527,89542051
2292,4407 Épinal,44,Grand Est,4407,Épinal,032006,48241,49446,255088854,271567975
2307,2409 Montargis,24,Centre-Val de Loire,2409,Montargis,032006,28257,28626,148982794,155509396
2365,2410 Orléans,24,Centre-Val de Loire,2410,Orléans,032006,132190,133594,765706457,789551651
2494,4412 Nancy,44,Grand Est,4412,Nancy,032006,142569,144356,782056630,815729404
2612,4416 Saint-Avold,44,Grand Est,4416,Saint-Avold,032006,29941,30556,162961716,171711598
2724,4419 Sarrebourg,44,Grand Est,4419,Sarrebourg,032006,17654,17954,86963659,93109315
2731,0056 Cosne-Cours-sur-Loire,24,Centre-Val de Loire,56,Cosne-Cours-sur-Loire,032006,2760,2807,17616200,18881329
2815,0057 Dreux,24,Centre-Val de Loire,57,Dreux,032006,22568,22754,123324110,128092310
2846,4421 Sedan,44,Grand Est,4421,Sedan,032006,1893,1932,9523078,10044864
2873,0060 Nevers,24,Centre-Val de Loire,60,Nevers,032006,2264,2291,11826047,12318765
2945,0061 Nogent-le-Rotrou,24,Centre-Val de Loire,61,Nogent-le-Rotrou,032006,9674,9802,50442173,52705826
2970,4426 Verdun,44,Grand Est,4426,Verdun,032006,13657,13834,65938078,68259883
3091,2702 Auxerre,27,Bourgogne-Franche-Comté,2702,Auxerre,032006,46158,46797,238459402,250181402
3159,2703 Avallon,27,Bourgogne-Franche-Comté,2703,Avallon,032006,9825,10098,43751912,46849736
3184,4409 Haguenau,44,Grand Est,4409,Haguenau,032006,62024,63087,352301858,372959503
3411,2709 Châtillon-Montbard,27,Bourgogne-Franche-Comté,2709,Châtillon-Montbard,032006,12514,12749,59785691,63040429
3454,4420 Sarreguemines,44,Grand Est,4420,Sarreguemines,032006,6589,6680,36380478,38816643
3473,2710 Creusot-Montceau,27,Bourgogne-Franche-Comté,2710,Creusot-Montceau,032006,24908,25192,132135303,139317412
3537,2711 Dijon,27,Bourgogne-Franche-Comté,2711,Dijon,032006,113838,114960,630258861,661553637
3580,4423 Strasbourg,44,Grand Est,4423,Strasbourg,032006,234069,233132,1371568020,1427097000
3599,2712 Dole,27,Bourgogne-Franche-Comté,2712,Dole,032006,804,814,3625172,3718083
3708,5202 Angers,52,Pays de la Loire,5202,Angers,032006,99931,100568,519887015,538610957
3753,2717 Sens,27,Bourgogne-Franche-Comté,2717,Sens,032006,24765,25041,132904687,139613500
3959,0060 Nevers,27,Bourgogne-Franche-Comté,60,Nevers,032006,36009,36504,179768725,190130943
4019,2705 Belfort,27,Bourgogne-Franche-Comté,2705,Belfort,032006,44185,45081,248062749,262609011
4152,5209 La Flèche,52,Pays de la Loire,5209,La Flèche,032006,12336,12578,58209524,60909085
4193,2712 Dole,27,Bourgogne-Franche-Comté,2712,Dole,032006,16157,16378,87655428,91155126
4220,5210 La Roche-sur-Yon,52,Pays de la Loire,5210,La Roche-sur-Yon,032006,43317,43709,220311653,230884392
