ID,libelle_zone_d_emploi,code_region,region,code_zone_d_emploi,zone_d_emploi,date,effectifs_salaries_brut,effectifs_salaries_cvs,masse_salariale_brut,masse_salariale_cvs
4301,2713 Lons-le-Saunier,27,Bourgogne-Franche-Comté,2713,Lons-le-Saunier,062021,30654,30125,202307521,202545458
4318,5211 Laval,52,Pays de la Loire,5211,Laval,062021,48412,47940,357472494,352476279
4390,5212 Le Mans,52,Pays de la Loire,5212,Le Mans,062021,99686,98411,710803491,699318084
4403,2715 Pontarlier,27,Bourgogne-Franche-Comté,2715,Pontarlier,062021,21577,21373,139537225,140837999
4514,5214 Les Sables-d'Olonne,52,Pays de la Loire,5214,Les Sables-d'Olonne,062021,22011,20463,138147075,138619544
4519,2718 Vesoul,27,Bourgogne-Franche-Comté,2718,Vesoul,062021,28419,28047,183786921,183325684
4575,2803 Bernay,28,Normandie,2803,Bernay,062021,14673,14511,100976113,101418517
4782,5218 Sablé-sur-Sarthe,52,Pays de la Loire,5218,Sablé-sur-Sarthe,062021,17577,17388,121725651,123602498
4841,2812 L'Aigle,28,Normandie,2812,L'Aigle,062021,935,931,7473570,7336635
4911,2813 Le Havre,28,Normandie,2813,Le Havre,062021,92974,92004,736794702,725853580
5096,0062 Redon,52,Pays de la Loire,62,Redon,062021,1875,1846,11117087,11329161
5141,0054 Beauvais,28,Normandie,54,Beauvais,062021,3159,3140,24836328,24926121
5386,5305 Fougères,53,Bretagne,5305,Fougères,062021,20353,20134,136208990,137530818
5421,2804 Caen,28,Normandie,2804,Caen,062021,140770,138838,960606297,952126680
5605,2809 Flers,28,Normandie,2809,Flers,062021,23266,23009,155971533,156023018
5660,5309 Lorient,53,Bretagne,5309,Lorient,062021,57179,55950,386726819,382906182
5719,2811 Honfleur Pont-Audemer,28,Normandie,2811,Honfleur Pont-Audemer,062021,12873,12217,71948999,71671377
5792,5311 Ploërmel,53,Bretagne,5311,Ploërmel,062021,17767,17158,113270928,113648207
5795,2812 L'Aigle,28,Normandie,2812,L'Aigle,062021,7723,7642,52638397,52554920
5857,2814 Lisieux,28,Normandie,2814,Lisieux,062021,18374,18116,122126633,122240166
5934,5313 Quimper,53,Bretagne,5313,Quimper,062021,75151,72719,485387263,486107677
5988,5314 Quimperlé,53,Bretagne,5314,Quimperlé,062021,11323,11073,77097530,78714975
6033,0051 Alençon,28,Normandie,51,Alençon,062021,21406,21295,136238386,136057969
6155,3201 Abbeville,32,Hauts-de-France,3201,Abbeville,062021,17248,16772,101079154,100822736
6533,7527 Saint-Junien,75,Nouvelle-Aquitaine,7527,Saint-Junien,062021,4287,4215,28223200,28454497
6568,7506 Bressuire,75,Nouvelle-Aquitaine,7506,Bressuire,062021,26718,26275,168962939,170228372
6605,7528 Saintes,75,Nouvelle-Aquitaine,7528,Saintes,062021,24672,24325,154427865,154413086
6638,7508 Châtellerault,75,Nouvelle-Aquitaine,7508,Châtellerault,062021,20887,20697,149946546,149382826
6770,7512 La Rochelle,75,Nouvelle-Aquitaine,7512,La Rochelle,062021,70488,67916,468697239,462159243
6857,7503 Bayonne,75,Nouvelle-Aquitaine,7503,Bayonne,062021,102198,99187,656406181,661384670
6985,7505 Bordeaux,75,Nouvelle-Aquitaine,7505,Bordeaux,062021,401493,397802,3119687100,3113636367
7108,7510 Dax,75,Nouvelle-Aquitaine,7510,Dax,062021,39440,38140,246507761,248421244
7264,7517 Limoges,75,Nouvelle-Aquitaine,7517,Limoges,062021,416,411,2369571,2361880
7335,7519 Mont-de-Marsan,75,Nouvelle-Aquitaine,7519,Mont-de-Marsan,062021,26159,26082,163844383,165035338
7388,7522 Pau,75,Nouvelle-Aquitaine,7522,Pau,062021,81698,81379,610057556,605492916
7500,7532 Villeneuve-sur-Lot,75,Nouvelle-Aquitaine,7532,Villeneuve-sur-Lot,062021,16272,16000,99503349,101514147
7626,7527 Saint-Junien,75,Nouvelle-Aquitaine,7527,Saint-Junien,062021,10801,10659,70229289,70348146
7691,0063 Ussel,75,Nouvelle-Aquitaine,63,Ussel,062021,9357,9256,59216920,59321374
7854,7609 Castelsarrasin-Moissac,76,Occitanie,7609,Castelsarrasin-Moissac,062021,12857,12619,88074046,86758847
7883,7610 Castres-Mazamet,76,Occitanie,7610,Castres-Mazamet,062021,34137,33749,242089061,244526380
7918,7611 Figeac-Villefranche,76,Occitanie,7611,Figeac-Villefranche,062021,19846,19539,128031178,127914491
8038,7619 Nord-du-Lot,76,Occitanie,7619,Nord-du-Lot,062021,12618,12225,84736546,84675800
8222,7603 Alès-Le Vigan,76,Occitanie,7603,Alès-Le Vigan,062021,32502,31802,192717287,192446979
8342,7610 Castres-Mazamet,76,Occitanie,7610,Castres-Mazamet,062021,350,336,2202357,2140236
8379,7612 Foix-Pamiers,76,Occitanie,7612,Foix-Pamiers,062021,300,293,1942284,1962646
8505,7617 Narbonne,76,Occitanie,7617,Narbonne,062021,33817,32442,202845373,201520695
8661,0052 Arles,76,Occitanie,52,Arles,062021,3774,3719,24132254,24149996
8741,8402 Aubenas,84,Auvergne-Rhône-Alpes,8402,Aubenas,062021,27974,26378,161511944,159404101
8773,8404 Belley,84,Auvergne-Rhône-Alpes,8404,Belley,062021,9588,9483,67916563,67533055
8985,8413 La Tarentaise,84,Auvergne-Rhône-Alpes,8413,La Tarentaise,062021,33683,43276,223860469,246425923
9046,8415 Le Chablais,84,Auvergne-Rhône-Alpes,8415,Le Chablais,062021,25667,26205,169954522,175359415
9079,8416 Le Genevois Français,84,Auvergne-Rhône-Alpes,8416,Le Genevois Français,062021,58801,58064,404442757,404037763
9140,8418 Le Mont Blanc,84,Auvergne-Rhône-Alpes,8418,Le Mont Blanc,062021,19709,20308,124998535,133030419
9297,8425 Oyonnax,84,Auvergne-Rhône-Alpes,8425,Oyonnax,062021,19498,19278,147507694,147459531
9330,8426 Roanne,84,Auvergne-Rhône-Alpes,8426,Roanne,062021,34545,34210,233528445,234370423
9464,8431 Valence,84,Auvergne-Rhône-Alpes,8431,Valence,062021,89593,88331,631025410,632283705
9626,0059 Mâcon,84,Auvergne-Rhône-Alpes,59,Mâcon,062021,7944,7871,54430370,55170887
9687,8403 Aurillac,84,Auvergne-Rhône-Alpes,8403,Aurillac,062021,19722,19534,121476808,122599566
9724,8408 Clermont-Ferrand,84,Auvergne-Rhône-Alpes,8408,Clermont-Ferrand,062021,140870,139829,1075037496,1055333913
9756,8410 Issoire,84,Auvergne-Rhône-Alpes,8410,Issoire,062021,17890,17887,115921246,115904991
9784,8417 Le Livradois,84,Auvergne-Rhône-Alpes,8417,Le Livradois,062021,16613,16413,109286587,110081432
9841,8420 Les Sources de la Loire,84,Auvergne-Rhône-Alpes,8420,Les Sources de la Loire,062021,15930,15675,105198283,105295798
9991,8432 Vichy,84,Auvergne-Rhône-Alpes,8432,Vichy,062021,29551,29027,191295974,191054714
10073,3211 Creil,32,Hauts-de-France,3211,Creil,062021,63045,61932,443963195,441075202
10101,3214 Laon,32,Hauts-de-France,3214,Laon,062021,17172,17080,108417421,107928306
10815,4406 Épernay,44,Grand Est,4406,Épernay,062021,17196,16841,128026932,129658039
10878,4415 Romilly-sur-Seine,44,Grand Est,4415,Romilly-sur-Seine,062021,15437,15303,118405764,117923965
10915,4421 Sedan,44,Grand Est,4421,Sedan,062021,14777,14691,100805034,100677338
11105,4408 Forbach,44,Grand Est,4408,Forbach,062021,18680,18775,115203986,114084590
11304,4419 Sarrebourg,44,Grand Est,4419,Sarrebourg,062021,17325,17094,115047719,114346558
11426,4426 Verdun,44,Grand Est,4426,Verdun,062021,13029,12873,83385007,84253150
11452,4427 Vitry-le-François Saint-Dizier,44,Grand Est,4427,Vitry-le-François Saint-Dizier,062021,597,597,4316768,4299912
11508,4409 Haguenau,44,Grand Est,4409,Haguenau,062021,67041,66452,500000256,496893781
11573,4418 Saint-Louis,44,Grand Est,4418,Saint-Louis,062021,20057,19682,152657497,152556915
11640,4420 Sarreguemines,44,Grand Est,4420,Sarreguemines,062021,6559,6504,45412770,46602070
11708,4423 Strasbourg,44,Grand Est,4423,Strasbourg,062021,256126,252374,1918048992,1920835584
11823,5204 Château-Gontier,52,Pays de la Loire,5204,Château-Gontier,062021,10468,10451,69316028,70228631
11860,5205 Châteaubriant,52,Pays de la Loire,5205,Châteaubriant,062021,12136,11963,78430878,78083286
11924,5207 Fontenay-le-Comte,52,Pays de la Loire,5207,Fontenay-le-Comte,062021,24382,23672,149447855,151136358
12015,5210 La Roche-sur-Yon,52,Pays de la Loire,5210,La Roche-sur-Yon,062021,54381,53624,372321020,370555755
12108,5213 Les Herbiers-Montaigu,52,Pays de la Loire,5213,Les Herbiers-Montaigu,062021,56755,54985,385711762,386079877
12165,5215 Mayenne,52,Pays de la Loire,5215,Mayenne,062021,19021,18717,131243477,131646806
12200,5216 Nantes,52,Pays de la Loire,5216,Nantes,062021,351447,347544,2751963496,2737233151
12227,5217 Pornic,52,Pays de la Loire,5217,Pornic,062021,15074,14515,91592122,91293609
12328,5220 Saumur,52,Pays de la Loire,5220,Saumur,062021,21174,20795,130827421,130679706
12361,5221 Segré-en-Anjou Bleu,52,Pays de la Loire,5221,Segré-en-Anjou Bleu,062021,11394,11197,73108225,73727760
12521,5303 Carhaix-Plouguer,53,Bretagne,5303,Carhaix-Plouguer,062021,12510,12305,76644114,78365630
12609,5306 Guingamp,53,Bretagne,5306,Guingamp,062021,12185,12129,79474315,79672724
12666,5308 Lannion,53,Bretagne,5308,Lannion,062021,20971,20160,137528141,136670774
12882,5315 Rennes,53,Bretagne,5315,Rennes,062021,233873,231485,1779306353,1789475265
12945,5317 Saint-Malo,53,Bretagne,5317,Saint-Malo,062021,38491,37185,249113901,248290996
13009,5319 Vitré,53,Bretagne,5319,Vitré,062021,30353,29931,218871325,216941957
13035,0062 Redon,53,Bretagne,62,Redon,062021,16535,16085,106082220,107504907
13067,7502 Angoulême,75,Nouvelle-Aquitaine,7502,Angoulême,062021,56409,55723,384943584,385825189
13278,7520 Niort,75,Nouvelle-Aquitaine,7520,Niort,062021,63506,62767,505648428,493931504
13309,7523 Périgueux,75,Nouvelle-Aquitaine,7523,Périgueux,062021,474,458,3350753,3105205
13451,9304 Cannes,93,Provence-Alpes-Côte d'Azur,9304,Cannes,062021,138025,133008,1127310385,1107955625
13506,9306 Cavaillon,93,Provence-Alpes-Côte d'Azur,9306,Cavaillon,062021,30440,29170,201635603,198989496
13570,9308 Draguignan,93,Provence-Alpes-Côte d'Azur,9308,Draguignan,062021,19985,19493,116621388,115954806
13997,0055 Bollène-Pierrelatte,93,Provence-Alpes-Côte d'Azur,55,Bollène-Pierrelatte,062021,5354,5255,33728991,33324404
14056,9401 Ajaccio,94,Corse,9401,Ajaccio,062021,31391,29652,198621212,196213516
14143,9404 Corte,94,Corse,9404,Corte,062021,2552,2420,14605489,14741395
14340,0103 Marie-Galante,1,Guadeloupe,103,Marie-Galante,062021,1474,1410,8723609,8189987
14371,0104 Région Pointoise,1,Guadeloupe,104,Région Pointoise,062021,59919,60259,445054347,453877674
14551,0205 Le Sud,2,Martinique,205,Le Sud,062021,5083,5187,28646242,28668830
14582,0206 Le Sud-Caraibe,2,Martinique,206,Le Sud-Caraibe,062021,10604,10685,67342213,68078710
14614,0301 Est-littoral,3,Guyane,301,Est-littoral,062021,27369,27614,212617681,216411961
14643,0302 Ouest-Guyanais,3,Guyane,302,Ouest-Guyanais,062021,2852,2858,16844851,16989640
14810,0404 Le Sud,4,La Réunion,404,Le Sud,062021,46973,47299,291422610,298503843
14839,1101 Cergy-Vexin,11,Île-de-France,1101,Cergy-Vexin,062021,143030,141569,1090869992,1090999706
14926,1104 Evry,11,Île-de-France,1104,Evry,062021,159487,158346,1264116572,1246722998
14963,1105 Fontainebleau-Nemours,11,Île-de-France,1105,Fontainebleau-Nemours,062021,34696,34340,261654304,260284625
15123,1110 Provins,11,Île-de-France,1110,Provins,062021,7807,7717,50598602,50838255
15208,1113 Saclay,11,Île-de-France,1113,Saclay,062021,190634,189641,1856224583,1833423142
15540,2409 Montargis,24,Centre-Val de Loire,2409,Montargis,062021,26138,25774,178132161,178305454
15574,2410 Orléans,24,Centre-Val de Loire,2410,Orléans,062021,138897,137901,1017883301,1018804093
15761,0056 Cosne-Cours-sur-Loire,24,Centre-Val de Loire,56,Cosne-Cours-sur-Loire,062021,2788,2746,27115289,25007775
15851,0061 Nogent-le-Rotrou,24,Centre-Val de Loire,61,Nogent-le-Rotrou,062021,8445,8304,56621200,56600642
16067,2709 Châtillon-Montbard,27,Bourgogne-Franche-Comté,2709,Châtillon-Montbard,062021,11663,11588,74564609,75188515
16100,2710 Creusot-Montceau,27,Bourgogne-Franche-Comté,2710,Creusot-Montceau,062021,22948,22683,169557542,167048464
16187,2713 Lons-le-Saunier,27,Bourgogne-Franche-Comté,2713,Lons-le-Saunier,062021,7208,7044,45330561,45716477
16336,2705 Belfort,27,Bourgogne-Franche-Comté,2705,Belfort,062021,41877,41336,323393878,315866250
16372,2706 Besançon,27,Bourgogne-Franche-Comté,2706,Besançon,062021,80086,79012,551255208,550750428
16500,2714 Montbéliard,27,Bourgogne-Franche-Comté,2714,Montbéliard,062021,44167,44063,324556113,322631037
16570,2716 Saint-Claude,27,Bourgogne-Franche-Comté,2716,Saint-Claude,062021,11559,11400,80424096,81078561
16729,2811 Honfleur Pont-Audemer,28,Normandie,2811,Honfleur Pont-Audemer,062021,10961,10853,71197437,71770538
16855,2817 Vernon-Gisors,28,Normandie,2817,Vernon-Gisors,062021,26559,26214,200613251,197104750
16963,0057 Dreux,28,Normandie,57,Dreux,062021,2627,2594,18163593,18239802
17176,2806 Coutances,28,Normandie,2806,Coutances,062021,11935,11775,75709332,75294996
17239,2810 Granville,28,Normandie,2810,Granville,062021,11300,10979,69138525,69871225
17550,3209 Château-Thierry,32,Hauts-de-France,3209,Château-Thierry,062021,11862,11744,79965443,79646493
17599,7525 Rochefort,75,Nouvelle-Aquitaine,7525,Rochefort,062021,15873,15377,100800890,98993891
17717,7530 Thouars,75,Nouvelle-Aquitaine,7530,Thouars,062021,14406,14180,92444716,92049984
17757,7501 Agen,75,Nouvelle-Aquitaine,7501,Agen,062021,36196,35869,235569956,238407833
17793,7502 Angoulême,75,Nouvelle-Aquitaine,7502,Angoulême,062021,2,3,6411,6532
17852,7504 Bergerac,75,Nouvelle-Aquitaine,7504,Bergerac,062021,21938,21639,136575325,136246352
17981,7513 La Teste-de-Buch,75,Nouvelle-Aquitaine,7513,La Teste-de-Buch,062021,33609,31904,197204474,196396117
18004,7514 Langon,75,Nouvelle-Aquitaine,7514,Langon,062021,19581,19291,119361994,120165785
18041,7515 Lesparre-Médoc,75,Nouvelle-Aquitaine,7515,Lesparre-Médoc,062021,11022,10152,60945687,62339697
18121,7518 Marmande,75,Nouvelle-Aquitaine,7518,Marmande,062021,20445,20125,130669968,131010056
18190,7521 Oloron-Sainte-Marie,75,Nouvelle-Aquitaine,7521,Oloron-Sainte-Marie,062021,14427,14234,93169074,93567142
18291,7527 Saint-Junien,75,Nouvelle-Aquitaine,7527,Saint-Junien,062021,8,8,38419,38668
18504,7531 Tulle,75,Nouvelle-Aquitaine,7531,Tulle,062021,15048,14902,96286723,96147066
18660,7608 Carcassonne-Limoux,76,Occitanie,7608,Carcassonne-Limoux,062021,8,8,18510,26900
18784,7612 Foix-Pamiers,76,Occitanie,7612,Foix-Pamiers,062021,24939,24763,156382816,157142207
18848,7615 Montauban,76,Occitanie,7615,Montauban,062021,40521,39949,260653132,259482118
18948,7622 Saint-Gaudens,76,Occitanie,7622,Saint-Gaudens,062021,20512,20381,126501776,126239634
19009,7625 Toulouse,76,Occitanie,7625,Toulouse,062021,457680,455546,3872934460,3784348763
19278,7614 Millau,76,Occitanie,7614,Millau,062021,240,228,1181786,1190976
19375,7618 Nîmes,76,Occitanie,7618,Nîmes,062021,84548,83217,572734992,571736866
19406,7620 Perpignan,76,Occitanie,7620,Perpignan,062021,103935,99704,628180202,626457163
19437,7623 Sète,76,Occitanie,7623,Sète,062021,20766,19855,124986905,124789639
19539,0053 Avignon,76,Occitanie,53,Avignon,062021,9226,8828,63574588,63926627
19727,8407 Chambéry,84,Auvergne-Rhône-Alpes,8407,Chambéry,062021,76640,76555,555090684,550850998
19790,8411 La Maurienne,84,Auvergne-Rhône-Alpes,8411,La Maurienne,062021,9444,10639,67269062,70917577
19819,8412 La Plaine du Forez,84,Auvergne-Rhône-Alpes,8412,La Plaine du Forez,062021,18677,18511,122695214,123373881
20100,8421 Lyon,84,Auvergne-Rhône-Alpes,8421,Lyon,062021,733671,726693,6354859600,6297911892
20225,8427 Romans sur Isère,84,Auvergne-Rhône-Alpes,8427,Romans sur Isère,062021,25382,25136,178138419,177171048
20259,8428 Saint Etienne,84,Auvergne-Rhône-Alpes,8428,Saint Etienne,062021,140658,139315,1029562399,1010778708
20388,8434 Villefranche-sur-Saône,84,Auvergne-Rhône-Alpes,8434,Villefranche-sur-Saône,062021,44719,44055,317998420,315006397
20444,0055 Bollène-Pierrelatte,84,Auvergne-Rhône-Alpes,55,Bollène-Pierrelatte,062021,19152,18879,172785261,166482362
20655,8419 Le Puy en Velay,84,Auvergne-Rhône-Alpes,8419,Le Puy en Velay,062021,25836,25429,156405264,156667835
20746,8424 Moulins,84,Auvergne-Rhône-Alpes,8424,Moulins,062021,20879,20488,128427234,128740673
20894,0063 Ussel,84,Auvergne-Rhône-Alpes,63,Ussel,062021,5073,5029,28218367,28430648
20993,9303 Brignoles,93,Provence-Alpes-Côte d'Azur,9303,Brignoles,062021,21803,21314,132919884,132019693
21204,9309 Fréjus,93,Provence-Alpes-Côte d'Azur,9309,Fréjus,062021,31638,29687,195299942,192616374
21236,9310 Gap,93,Provence-Alpes-Côte d'Azur,9310,Gap,062021,23241,23137,134883394,137576391
21322,9313 Martigues-Salon,93,Provence-Alpes-Côte d'Azur,9313,Martigues-Salon,062021,76885,76102,601234113,592256558
21378,9315 Nice,93,Provence-Alpes-Côte d'Azur,9315,Nice,062021,170188,166588,1153281624,1154423910
21416,9316 Orange,93,Provence-Alpes-Côte d'Azur,9316,Orange,062021,13777,13391,87659167,87298749
21482,9318 Toulon,93,Provence-Alpes-Côte d'Azur,9318,Toulon,062021,135273,131227,872044163,864432463
21600,0064 Valréas,93,Provence-Alpes-Côte d'Azur,64,Valréas,062021,5926,5660,32870704,33029575
21698,9403 Calvi,94,Corse,9403,Calvi,062021,6726,5267,31073167,29086147
21756,9405 Ghisonaccia,94,Corse,9405,Ghisonaccia,062021,3898,3552,21648391,21409329
21784,9406 Porto-Vecchio,94,Corse,9406,Porto-Vecchio,062021,13100,10450,68031320,63771678
21817,9407 Propriano,94,Corse,9407,Propriano,062021,3657,3021,18623506,17597406
21889,3217 Maubeuge,32,Hauts-de-France,3217,Maubeuge,062021,7484,7399,52635791,52813993
21976,0054 Beauvais,32,Hauts-de-France,54,Beauvais,062021,59238,58405,430435525,426134279
22086,3204 Berck,32,Hauts-de-France,3204,Berck,062021,28893,28274,179107125,178347133
22184,3207 Calais,32,Hauts-de-France,3207,Calais,062021,32553,32152,208141138,208171734
22275,3213 Dunkerque,32,Hauts-de-France,3213,Dunkerque,062021,68582,67736,531421709,518427494
22333,3216 Lille,32,Hauts-de-France,3216,Lille,062021,351502,348463,2753614921,2742548221
22424,3219 Saint-Omer,32,Hauts-de-France,3219,Saint-Omer,062021,41845,41260,276440669,275011372
22464,3222 Valenciennes,32,Hauts-de-France,3222,Valenciennes,062021,94172,93317,647885425,633328229
22498,4402 Châlons-en-Champagne,44,Grand Est,4402,Châlons-en-Champagne,062021,23781,23627,162861991,162036710
22551,4404 Chaumont,44,Grand Est,4404,Chaumont,062021,23611,23259,156189950,155816240
22687,4425 Troyes,44,Grand Est,4425,Troyes,062021,61227,60162,393594742,396885197
22767,4404 Chaumont,44,Grand Est,4404,Chaumont,062021,3878,3801,22113151,22271435
22797,4407 Épinal,44,Grand Est,4407,Épinal,062021,43283,42379,299942056,297005338
22859,4410 Metz,44,Grand Est,4410,Metz,062021,127229,126402,886340640,879225050
22947,4416 Saint-Avold,44,Grand Est,4416,Saint-Avold,062021,28074,27690,200029513,198027982
23042,4420 Sarreguemines,44,Grand Est,4420,Sarreguemines,062021,22212,21946,151563284,152283399
23084,4421 Sedan,44,Grand Est,4421,Sedan,062021,1766,1758,12177471,12163934
23203,4405 Colmar,44,Grand Est,4405,Colmar,062021,57612,56832,417474675,414589729
23498,5203 Challans,52,Pays de la Loire,5203,Challans,062021,37104,35025,223508234,225922126
23993,5219 Saint-Nazaire,52,Pays de la Loire,5219,Saint-Nazaire,062021,73250,71104,527916608,515896342
24082,0051 Alençon,52,Pays de la Loire,51,Alençon,062021,6336,6273,38514643,38851892
24141,5301 Auray,53,Bretagne,5301,Auray,062021,21246,19717,122800254,121033066
24171,5302 Brest,53,Bretagne,5302,Brest,062021,97894,96029,696795521,694220556
24236,5304 Dinan,53,Bretagne,5304,Dinan,062021,19602,19096,121306344,122384335
24347,5307 Lamballe-Armor,53,Bretagne,5307,Lamballe-Armor,062021,15846,15400,99141757,101038683
24430,5310 Morlaix,53,Bretagne,5310,Morlaix,062021,29585,28900,186235860,187672726
24488,5312 Pontivy-Loudéac,53,Bretagne,5312,Pontivy-Loudéac,062021,32565,31856,215923135,218429932
24620,5316 Saint-Brieuc,53,Bretagne,5316,Saint-Brieuc,062021,47827,46859,310607507,312823916
24683,5318 Vannes,53,Bretagne,5318,Vannes,062021,56431,54850,362952734,364212577
24800,7505 Bordeaux,75,Nouvelle-Aquitaine,7505,Bordeaux,062021,5,5,23476,23640
24889,7509 Cognac,75,Nouvelle-Aquitaine,7509,Cognac,062021,32630,31996,225755915,227782119
24957,7516 Libourne,75,Nouvelle-Aquitaine,7516,Libourne,062021,403,403,2360482,2370702
25046,7524 Poitiers,75,Nouvelle-Aquitaine,7524,Poitiers,062021,76475,75400,506585292,503479324
25125,0102 Est Grande Terre,1,Guadeloupe,102,Est Grande Terre,062021,6497,6473,40182192,39797598
25257,0201 Le Centre-Atlantique,2,Martinique,201,Le Centre-Atlantique,062021,6423,6458,39995945,40360587
25375,0204 Le Nord-Caraibe,2,Martinique,204,Le Nord-Caraibe,062021,3054,3073,17749525,17618640
25527,0303 Savanes,3,Guyane,303,Savanes,062021,5545,5573,54331724,54313523
25714,1102 Coulommiers,11,Île-de-France,1102,Coulommiers,062021,10324,10279,68918825,69227207
25845,1106 Marne-la-Vallée,11,Île-de-France,1106,Marne-la-Vallée,062021,161063,159568,1216778611,1211021366
25879,1107 Meaux,11,Île-de-France,1107,Meaux,062021,34965,34783,235628940,236235996
25943,1109 Paris,11,Île-de-France,1109,Paris,062021,3262542,3244219,35879647246,36185716688
26044,1112 Roissy,11,Île-de-France,1112,Roissy,062021,293025,291438,2229058933,2216466085
26109,1114 Seine-Yvelinoise,11,Île-de-France,1114,Seine-Yvelinoise,062021,171991,171241,1541153530,1533552219
26138,1115 Versailles-Saint-Quentin,11,Île-de-France,1115,Versailles-Saint-Quentin,062021,242309,240498,2527102034,2471964516
26207,2402 Bourges,24,Centre-Val de Loire,2402,Bourges,062021,48224,47621,334908774,332327486
26273,2404 Châteaudun,24,Centre-Val de Loire,2404,Châteaudun,062021,10252,10132,67187960,67661866
26313,2405 Châteauroux,24,Centre-Val de Loire,2405,Châteauroux,062021,44107,43580,288635221,289403054
26495,2411 Pithiviers,24,Centre-Val de Loire,2411,Pithiviers,062021,13870,13736,98553159,98737369
26563,2413 Tours,24,Centre-Val de Loire,2413,Tours,062021,143860,141908,1045896049,1038767933
26624,2415 Vierzon,24,Centre-Val de Loire,2415,Vierzon,062021,8823,8792,59173062,59140415
26681,0057 Dreux,24,Centre-Val de Loire,57,Dreux,062021,21367,21233,149132859,149809454
26713,0060 Nevers,24,Centre-Val de Loire,60,Nevers,062021,1646,1623,11826452,11592086
26770,2701 Autun,27,Bourgogne-Franche-Comté,2701,Autun,062021,6855,6759,40796986,41044223
26830,2703 Avallon,27,Bourgogne-Franche-Comté,2703,Avallon,062021,9132,8961,55386942,55548548
27010,2711 Dijon,27,Bourgogne-Franche-Comté,2711,Dijon,062021,118154,117311,865481470,854722879
27102,2717 Sens,27,Bourgogne-Franche-Comté,2717,Sens,062021,24535,24281,175178393,174535982
27136,0056 Cosne-Cours-sur-Loire,27,Bourgogne-Franche-Comté,56,Cosne-Cours-sur-Loire,062021,9024,8909,55889418,55867389
27157,0059 Mâcon,27,Bourgogne-Franche-Comté,59,Mâcon,062021,33473,32818,231200209,230080147
27191,0060 Nevers,27,Bourgogne-Franche-Comté,60,Nevers,062021,30677,30457,202190861,200221171
27530,2807 Dieppe-Caux maritime,28,Normandie,2807,Dieppe-Caux maritime,062021,31760,31203,225130146,220598447
27556,2808 Evreux,28,Normandie,2808,Evreux,062021,42261,41724,293508436,289525475
27680,2815 Rouen,28,Normandie,2815,Rouen,062021,206213,204238,1528402972,1528443844
27748,2819 Yvetot-Vallée du Commerce,28,Normandie,2819,Yvetot-Vallée du Commerce,062021,27090,26814,215314263,214897680
27835,0058 La Vallée de la Bresle-Vimeu,28,Normandie,58,La Vallée de la Bresle-Vimeu,062021,11035,10869,78822290,77820857
27858,2801 Argentan,28,Normandie,2801,Argentan,062021,7352,7260,48176321,47541456
27889,2802 Avranches,28,Normandie,2802,Avranches,062021,21568,21306,140410455,140974444
27940,2805 Cherbourg en Cotentin,28,Normandie,2805,Cherbourg en Cotentin,062021,49204,48747,384796075,374668642
28172,2816 Saint-Lô,28,Normandie,2816,Saint-Lô,062021,26162,25810,166735618,167586919
28206,2818 Vire Normandie,28,Normandie,2818,Vire Normandie,062021,11053,10929,68564981,69754916
28272,0061 Nogent-le-Rotrou,28,Normandie,61,Nogent-le-Rotrou,062021,4551,4520,31219363,30947314
28336,3202 Amiens,32,Hauts-de-France,3202,Amiens,062021,91285,90842,640799225,637546240
28396,3210 Compiègne,32,Hauts-de-France,3210,Compiègne,062021,53849,53262,407280452,402005614
28446,7526 Royan,75,Nouvelle-Aquitaine,7526,Royan,062021,26009,22488,138833312,136993307
28700,7507 Brive-la-Gaillarde,75,Nouvelle-Aquitaine,7507,Brive-la-Gaillarde,062021,3767,3719,24743777,24921668
28865,7516 Libourne,75,Nouvelle-Aquitaine,7516,Libourne,062021,28063,27574,194242041,189903962
29059,7523 Périgueux,75,Nouvelle-Aquitaine,7523,Périgueux,062021,45650,45367,289050312,290136455
29129,7529 Sarlat-La-Canéda,75,Nouvelle-Aquitaine,7529,Sarlat-La-Canéda,062021,12106,11164,62676927,62406139
29190,7507 Brive-la-Gaillarde,75,Nouvelle-Aquitaine,7507,Brive-la-Gaillarde,062021,30939,30659,211766813,212410467
29224,7511 Guéret,75,Nouvelle-Aquitaine,7511,Guéret,062021,19351,19160,117863745,118500604
29260,7517 Limoges,75,Nouvelle-Aquitaine,7517,Limoges,062021,73304,72907,499732506,501039503
29384,7602 Albi,76,Occitanie,7602,Albi,062021,51728,51124,336594406,337300650
29407,7604 Auch,76,Occitanie,7604,Auch,062021,28164,27718,166721630,169399714
29432,7607 Cahors,76,Occitanie,7607,Cahors,062021,16687,16346,98944726,99710816
29626,7614 Millau,76,Occitanie,7614,Millau,062021,13745,13449,85788722,84738172
29715,7621 Rodez,76,Occitanie,7621,Rodez,062021,37366,36748,243220043,242126417
29780,7624 Tarbes-Lourdes,76,Occitanie,7624,Tarbes-Lourdes,062021,51033,50207,315963015,313609347
29840,7601 Agde-Pézenas,76,Occitanie,7601,Agde-Pézenas,062021,18210,15512,92285874,90226658
29906,7605 Bagnols-sur-Cèze,76,Occitanie,7605,Bagnols-sur-Cèze,062021,17802,17474,153140896,149167679
29947,7606 Béziers,76,Occitanie,7606,Béziers,062021,49029,47150,300121183,299385523
