ID,libelle_zone_d_emploi,code_region,region,code_zone_d_emploi,zone_d_emploi,date,effectifs_salaries_brut,effectifs_salaries_cvs,masse_salariale_brut,masse_salariale_cvs
31699,0063 Ussel,84,Auvergne-Rhône-Alpes,63,Ussel,032008,4951,5115,22878469,24309947
31729,9301 Aix-en-Provence,93,Provence-Alpes-Côte d'Azur,9301,Aix-en-Provence,032008,115153,116469,713545092,728951337
31869,9306 Cavaillon,93,Provence-Alpes-Côte d'Azur,9306,Cavaillon,032008,26974,27739,144670096,153019278
31899,9307 Digne-les-Bains,93,Provence-Alpes-Côte d'Azur,9307,Digne-les-Bains,032008,16647,16602,84875219,87262000
31937,9308 Draguignan,93,Provence-Alpes-Côte d'Azur,9308,Draguignan,032008,16447,16781,80090490,84105677
32025,9311 Manosque,93,Provence-Alpes-Côte d'Azur,9311,Manosque,032008,19967,20508,116986897,124361062
32062,9312 Marseille,93,Provence-Alpes-Côte d'Azur,9312,Marseille,032008,345330,348515,2094705205,2190139902
32091,9313 Martigues-Salon,93,Provence-Alpes-Côte d'Azur,9313,Martigues-Salon,032008,67912,68697,430413469,448520962
32153,9315 Nice,93,Provence-Alpes-Côte d'Azur,9315,Nice,032008,165325,167235,960987950,997278216
32239,9318 Toulon,93,Provence-Alpes-Côte d'Azur,9318,Toulon,032008,115422,118311,609365927,644039538
32395,9401 Ajaccio,94,Corse,9401,Ajaccio,032008,23948,25264,129029384,140636302
32461,9403 Calvi,94,Corse,9403,Calvi,032008,3660,4596,17333531,22689951
32489,9404 Corte,94,Corse,9404,Corte,032008,1808,1919,9206851,9774498
32523,9405 Ghisonaccia,94,Corse,9405,Ghisonaccia,032008,2502,2627,12345912,13097740
32555,9406 Porto-Vecchio,94,Corse,9406,Porto-Vecchio,032008,6350,7738,31606258,39529274
32590,9407 Propriano,94,Corse,9407,Propriano,032008,2087,2435,9211286,10940244
133,0105 Sud Basse-Terre,1,Guadeloupe,105,Sud Basse-Terre,032009,8056,8111,41440556,42854279
166,0201 Le Centre-Atlantique,2,Martinique,201,Le Centre-Atlantique,032009,4998,5075,26517927,27947100
354,3217 Maubeuge,32,Hauts-de-France,3217,Maubeuge,032009,7857,7954,40945763,43224670
449,0301 Est-littoral,3,Guyane,301,Est-littoral,032009,18004,18199,111029252,115860482
460,3221 Soissons,32,Hauts-de-France,3221,Soissons,032009,32570,32944,179350320,188722492
538,0054 Beauvais,32,Hauts-de-France,54,Beauvais,032009,60110,60535,357724382,373516667
699,0402 L'Ouest,4,La Réunion,402,L'Ouest,032009,36261,36474,221475196,230536137
724,3204 Berck,32,Hauts-de-France,3204,Berck,032009,26925,27676,139224660,147931190
765,0403 Le Nord,4,La Réunion,403,Le Nord,032009,46337,46924,294296469,307416534
772,3205 Béthune,32,Hauts-de-France,3205,Béthune,032009,50532,50748,279780054,295713864
904,3207 Calais,32,Hauts-de-France,3207,Calais,032009,33903,34170,191993772,201469412
1005,1103 Etampes,11,Île-de-France,1103,Etampes,032009,17830,17985,121990681,127365170
1034,3212 Douai,32,Hauts-de-France,3212,Douai,032009,48762,49328,278921213,289605073
1102,3213 Dunkerque,32,Hauts-de-France,3213,Dunkerque,032009,70345,70928,433453381,451919336
1250,3216 Lille,32,Hauts-de-France,3216,Lille,032009,309789,311159,1960612374,2007549954
1683,1114 Seine-Yvelinoise,11,Île-de-France,1114,Seine-Yvelinoise,032009,161779,163042,1145584592,1165208474
1742,4406 Épernay,44,Grand Est,4406,Épernay,032009,18204,18375,108758625,115016820
2000,4425 Troyes,44,Grand Est,4425,Troyes,032009,65101,65713,346686866,359018760
2080,4427 Vitry-le-François Saint-Dizier,44,Grand Est,4427,Vitry-le-François Saint-Dizier,032009,26565,26848,142648738,150778079
2181,2407 Gien,24,Centre-Val de Loire,2407,Gien,032009,20689,20817,125968327,130864119
2430,4410 Metz,44,Grand Est,4410,Metz,032009,125402,126344,729241464,762808482
2431,2411 Pithiviers,24,Centre-Val de Loire,2411,Pithiviers,032009,15473,15658,88367057,92854513
2501,2412 Romorantin-Lanthenay,24,Centre-Val de Loire,2412,Romorantin-Lanthenay,032009,17156,17402,92220476,95804144
2562,4414 Remiremont,44,Grand Est,4414,Remiremont,032009,23158,23429,124558205,127747554
2618,4416 Saint-Avold,44,Grand Est,4416,Saint-Avold,032009,29443,29973,173295536,182413093
2798,4420 Sarreguemines,44,Grand Est,4420,Sarreguemines,032009,22658,23121,128676063,135159587
2906,4424 Thionville,44,Grand Est,4424,Thionville,032009,57234,57731,328103173,345258562
3052,4427 Vitry-le-François Saint-Dizier,44,Grand Est,4427,Vitry-le-François Saint-Dizier,032009,1068,1074,5333159,5709369
3322,4418 Saint-Louis,44,Grand Est,4418,Saint-Louis,032009,18214,18466,114194172,119564060
3590,4423 Strasbourg,44,Grand Est,4423,Strasbourg,032009,233404,232340,1454378565,1506973618
3613,2712 Dole,27,Bourgogne-Franche-Comté,2712,Dole,032009,804,815,3807082,3917189
3652,5201 Ancenis,52,Pays de la Loire,5201,Ancenis,032009,25063,25231,137670935,142611384
3693,2713 Lons-le-Saunier,27,Bourgogne-Franche-Comté,2713,Lons-le-Saunier,032009,7412,7535,37678998,39231929
3761,2717 Sens,27,Bourgogne-Franche-Comté,2717,Sens,032009,24830,25044,144755409,151843508
3896,5205 Châteaubriant,52,Pays de la Loire,5205,Châteaubriant,032009,10740,10759,53334260,55643664
4027,2705 Belfort,27,Bourgogne-Franche-Comté,2705,Belfort,032009,44965,45610,277601816,293000908
4162,5209 La Flèche,52,Pays de la Loire,5209,La Flèche,032009,11699,11837,62672366,65527266
4203,2712 Dole,27,Bourgogne-Franche-Comté,2712,Dole,032009,16072,16248,92538385,96519887
4356,5212 Le Mans,52,Pays de la Loire,5212,Le Mans,032009,98177,99087,578822850,603994676
4493,2718 Vesoul,27,Bourgogne-Franche-Comté,2718,Vesoul,032009,30660,31035,158429906,166986223
4603,2807 Dieppe-Caux maritime,28,Normandie,2807,Dieppe-Caux maritime,032009,31319,31802,176864949,187229362
4739,2811 Honfleur Pont-Audemer,28,Normandie,2811,Honfleur Pont-Audemer,032009,10528,10639,56280474,58305339
4752,5218 Sablé-sur-Sarthe,52,Pays de la Loire,5218,Sablé-sur-Sarthe,032009,14736,15080,80295169,83844726
4812,5219 Saint-Nazaire,52,Pays de la Loire,5219,Saint-Nazaire,032009,62173,63165,360600701,380886291
4938,5221 Segré-en-Anjou Bleu,52,Pays de la Loire,5221,Segré-en-Anjou Bleu,032009,11572,11647,59507523,62190329
5060,0062 Redon,52,Pays de la Loire,62,Redon,032009,2106,2141,9641436,9994289
5175,0057 Dreux,28,Normandie,57,Dreux,032009,2844,2884,15704757,16293824
5196,5302 Brest,53,Bretagne,5302,Brest,032009,86977,87852,493535963,510713743
5227,0058 La Vallée de la Bresle-Vimeu,28,Normandie,58,La Vallée de la Bresle-Vimeu,032009,12741,12898,74574087,79179197
5397,2804 Caen,28,Normandie,2804,Caen,032009,134397,135570,750791680,783368041
5608,5309 Lorient,53,Bretagne,5309,Lorient,032009,50763,51173,277793771,288978891
5962,5314 Quimperlé,53,Bretagne,5314,Quimperlé,032009,11213,11387,59078311,62736610
6183,3202 Amiens,32,Hauts-de-France,3202,Amiens,032009,90618,91447,515868491,540249644
6247,3209 Château-Thierry,32,Hauts-de-France,3209,Château-Thierry,032009,12085,12269,67633123,71037306
6317,3210 Compiègne,32,Hauts-de-France,3210,Compiègne,032009,51926,52487,324499453,336148311
6389,3211 Creil,32,Hauts-de-France,3211,Creil,032009,63252,63622,389290464,403290513
6396,7502 Angoulême,75,Nouvelle-Aquitaine,7502,Angoulême,032009,55160,55688,307207601,316803876
6462,7505 Bordeaux,75,Nouvelle-Aquitaine,7505,Bordeaux,032009,4,4,9620,9610
6530,7506 Bressuire,75,Nouvelle-Aquitaine,7506,Bressuire,032009,26290,26449,139592117,142606986
6561,7528 Saintes,75,Nouvelle-Aquitaine,7528,Saintes,032009,23627,23907,120116187,125007660
6594,7508 Châtellerault,75,Nouvelle-Aquitaine,7508,Châtellerault,032009,21814,22039,129477165,134985676
6707,7501 Agen,75,Nouvelle-Aquitaine,7501,Agen,032009,33610,34069,183307565,190711851
6767,7502 Angoulême,75,Nouvelle-Aquitaine,7502,Angoulême,032009,3,3,8886,9856
7079,7510 Dax,75,Nouvelle-Aquitaine,7510,Dax,032009,33650,34909,179199935,192535238
7213,7516 Libourne,75,Nouvelle-Aquitaine,7516,Libourne,032009,23728,23992,129329301,132930427
7245,7517 Limoges,75,Nouvelle-Aquitaine,7517,Limoges,032009,570,581,2581146,2717750
7353,7521 Oloron-Sainte-Marie,75,Nouvelle-Aquitaine,7521,Oloron-Sainte-Marie,032009,14343,14486,76253738,79453449
7397,7523 Périgueux,75,Nouvelle-Aquitaine,7523,Périgueux,032009,45088,45643,235353525,245734000
7672,0063 Ussel,75,Nouvelle-Aquitaine,63,Ussel,032009,9417,9562,49589497,52060736
7836,7609 Castelsarrasin-Moissac,76,Occitanie,7609,Castelsarrasin-Moissac,032009,11446,11727,63382323,66996490
7897,7611 Figeac-Villefranche,76,Occitanie,7611,Figeac-Villefranche,032009,20508,20718,102368509,106767494
7965,7614 Millau,76,Occitanie,7614,Millau,032009,13416,13788,69156419,72336790
8022,7619 Nord-du-Lot,76,Occitanie,7619,Nord-du-Lot,032009,11282,11704,60195388,64281545
8172,7601 Agde-Pézenas,76,Occitanie,7601,Agde-Pézenas,032009,13288,14833,63957900,73142847
8361,7612 Foix-Pamiers,76,Occitanie,7612,Foix-Pamiers,032009,270,276,1379449,1427662
8429,7614 Millau,76,Occitanie,7614,Millau,032009,229,254,914365,1042346
8485,7617 Narbonne,76,Occitanie,7617,Narbonne,032009,28223,29237,144629474,153240215
8521,7618 Nîmes,76,Occitanie,7618,Nîmes,032009,76347,77471,423108169,438999485
8548,7620 Perpignan,76,Occitanie,7620,Perpignan,032009,87901,90811,451081112,478593628
8580,7623 Sète,76,Occitanie,7623,Sète,032009,16404,17010,84854200,89913003
8642,0052 Arles,76,Occitanie,52,Arles,032009,4110,4151,21084643,21760412
8677,0053 Avignon,76,Occitanie,53,Avignon,032009,7619,7716,46238756,47894077
8794,8405 Bourg en Bresse,84,Auvergne-Rhône-Alpes,8405,Bourg en Bresse,032009,63193,63645,364294506,379927782
9003,8414 La Vallée de l'Arve,84,Auvergne-Rhône-Alpes,8414,La Vallée de l'Arve,032009,29333,28712,183125183,186111253
9188,8420 Les Sources de la Loire,84,Auvergne-Rhône-Alpes,8420,Les Sources de la Loire,032009,4413,4451,23311218,24526157
9224,8421 Lyon,84,Auvergne-Rhône-Alpes,8421,Lyon,032009,615634,618837,4266390047,4348761313
9576,0055 Bollène-Pierrelatte,84,Auvergne-Rhône-Alpes,55,Bollène-Pierrelatte,032009,16063,16283,113967519,120023207
9608,0059 Mâcon,84,Auvergne-Rhône-Alpes,59,Mâcon,032009,7883,7920,43105250,45085023
9672,8403 Aurillac,84,Auvergne-Rhône-Alpes,8403,Aurillac,032009,18663,18946,94864004,98663725
9703,8408 Clermont-Ferrand,84,Auvergne-Rhône-Alpes,8408,Clermont-Ferrand,032009,131306,132392,799409409,834578204
9896,8424 Moulins,84,Auvergne-Rhône-Alpes,8424,Moulins,032009,21601,21737,110262579,115554816
9971,8432 Vichy,84,Auvergne-Rhône-Alpes,8432,Vichy,032009,28274,28634,149757686,155043140
10004,0063 Ussel,84,Auvergne-Rhône-Alpes,63,Ussel,032009,4985,5148,23408794,24885119
10032,9301 Aix-en-Provence,93,Provence-Alpes-Côte d'Azur,9301,Aix-en-Provence,032009,115518,116553,726857153,740726776
10427,3208 Cambrai,32,Hauts-de-France,3208,Cambrai,032009,33205,33285,172102093,178193915
10576,3217 Maubeuge,32,Hauts-de-France,3217,Maubeuge,032009,38804,39105,212952595,223857948
10641,3219 Saint-Omer,32,Hauts-de-France,3219,Saint-Omer,032009,42825,43513,234235256,243170204
10677,3222 Valenciennes,32,Hauts-de-France,3222,Valenciennes,032009,90334,91251,523274594,540215498
10708,4402 Châlons-en-Champagne,44,Grand Est,4402,Châlons-en-Champagne,032009,25150,25443,140321439,146982149
10741,4403 Charleville-Mézières,44,Grand Est,4403,Charleville-Mézières,032009,37625,37976,209366992,221912322
10860,4415 Romilly-sur-Seine,44,Grand Est,4415,Romilly-sur-Seine,032009,16183,16333,96104367,101690292
10894,4421 Sedan,44,Grand Est,4421,Sedan,032009,15789,15972,87238622,91809067
11090,4408 Forbach,44,Grand Est,4408,Forbach,032009,19469,19724,98475866,103807407
11151,4412 Nancy,44,Grand Est,4412,Nancy,032009,144243,145541,856058896,890391618
11249,4417 Saint-Dié-des-Vosges,44,Grand Est,4417,Saint-Dié-des-Vosges,032009,20438,20578,108483059,115189834
11409,4426 Verdun,44,Grand Est,4426,Verdun,032009,13989,14134,73140374,75545126
11490,4409 Haguenau,44,Grand Est,4409,Haguenau,032009,62247,63171,376177947,397747589
11591,4419 Sarrebourg,44,Grand Est,4419,Sarrebourg,032009,8403,8498,49318901,51732578
11622,4420 Sarreguemines,44,Grand Est,4420,Sarreguemines,032009,6624,6734,39747200,42562057
11658,4422 Sélestat,44,Grand Est,4422,Sélestat,032009,24076,24455,143654677,149979625
11746,5202 Angers,52,Pays de la Loire,5202,Angers,032009,101627,101813,568546736,587030516
11777,5203 Challans,52,Pays de la Loire,5203,Challans,032009,29534,31068,151848255,165557874
11994,5210 La Roche-sur-Yon,52,Pays de la Loire,5210,La Roche-sur-Yon,032009,45327,45614,251453252,262203098
12120,5214 Les Sables-d'Olonne,52,Pays de la Loire,5214,Les Sables-d'Olonne,032009,15728,16382,81446473,87750959
12180,5216 Nantes,52,Pays de la Loire,5216,Nantes,032009,280079,281341,1770052191,1814459656
12215,5217 Pornic,52,Pays de la Loire,5217,Pornic,032009,12066,12502,60196630,64132413
12570,5305 Fougères,53,Bretagne,5305,Fougères,032009,18691,18916,100603431,104041728
12649,5308 Lannion,53,Bretagne,5308,Lannion,032009,20565,21136,120973708,125763361
12713,5310 Morlaix,53,Bretagne,5310,Morlaix,032009,29728,30448,159869246,171454268
12745,5311 Ploërmel,53,Bretagne,5311,Ploërmel,032009,14914,15096,78704711,81470595
12988,5319 Vitré,53,Bretagne,5319,Vitré,032009,25221,25515,143639363,149536866
13263,7520 Niort,75,Nouvelle-Aquitaine,7520,Niort,032009,56342,56913,351367529,359435239
13357,7525 Rochefort,75,Nouvelle-Aquitaine,7525,Rochefort,032009,14016,14273,72936493,77135390
13582,9309 Fréjus,93,Provence-Alpes-Côte d'Azur,9309,Fréjus,032009,25652,26905,138412418,149589704
13710,9313 Martigues-Salon,93,Provence-Alpes-Côte d'Azur,9313,Martigues-Salon,032009,67599,68231,428614164,445995848
13982,0055 Bollène-Pierrelatte,93,Provence-Alpes-Côte d'Azur,55,Bollène-Pierrelatte,032009,5699,5741,29507311,30787877
14012,0064 Valréas,93,Provence-Alpes-Côte d'Azur,64,Valréas,032009,5405,5598,26705921,28235710
14101,9403 Calvi,94,Corse,9403,Calvi,032009,3708,4670,18285890,23862893
14128,9404 Corte,94,Corse,9404,Corte,032009,1854,1966,9700016,10294737
14159,9405 Ghisonaccia,94,Corse,9405,Ghisonaccia,032009,2728,2871,13851678,14669246
14192,9406 Porto-Vecchio,94,Corse,9406,Porto-Vecchio,032009,6532,7956,33646085,42127269
14295,0102 Est Grande Terre,1,Guadeloupe,102,Est Grande Terre,032009,4475,4441,22516527,23038673
14356,0104 Région Pointoise,1,Guadeloupe,104,Région Pointoise,032009,49393,49994,308281481,323816122
14445,0202 Le Centre agglomération,2,Martinique,202,Le Centre agglomération,032009,46423,47145,288561759,305172221
14628,0302 Ouest-Guyanais,3,Guyane,302,Ouest-Guyanais,032009,1887,1885,8862297,9165824
14915,1104 Evry,11,Île-de-France,1104,Evry,032009,137593,138550,944113637,966256989
14978,1106 Marne-la-Vallée,11,Île-de-France,1106,Marne-la-Vallée,032009,134186,135213,909894718,925945684
15014,1107 Meaux,11,Île-de-France,1107,Meaux,032009,31195,31550,179666349,188411875
15105,1110 Provins,11,Île-de-France,1110,Provins,032009,7884,7951,43043523,44951349
15161,1112 Roissy,11,Île-de-France,1112,Roissy,032009,275483,278033,1943564154,2084244069
15190,1113 Saclay,11,Île-de-France,1113,Saclay,032009,164804,165696,1353173847,1363459284
15371,2404 Châteaudun,24,Centre-Val de Loire,2404,Châteaudun,032009,10538,10633,55721863,58175731
15402,2405 Châteauroux,24,Centre-Val de Loire,2405,Châteauroux,032009,49632,50367,261555670,273821272
15554,2410 Orléans,24,Centre-Val de Loire,2410,Orléans,032009,129838,130798,811983397,835293024
15644,2413 Tours,24,Centre-Val de Loire,2413,Tours,032009,135707,136834,799650224,832144773
15683,2414 Vendôme,24,Centre-Val de Loire,2414,Vendôme,032009,14482,14536,83073822,85814381
15805,0060 Nevers,24,Centre-Val de Loire,60,Nevers,032009,2255,2278,12748759,13253016
15834,0061 Nogent-le-Rotrou,24,Centre-Val de Loire,61,Nogent-le-Rotrou,032009,8851,8905,49576937,51638286
15919,2703 Avallon,27,Bourgogne-Franche-Comté,2703,Avallon,032009,9829,10056,47622300,50761114
15955,2704 Beaune,27,Bourgogne-Franche-Comté,2704,Beaune,032009,19130,19485,111012543,117452234
16012,2708 Charolais,27,Bourgogne-Franche-Comté,2708,Charolais,032009,19443,19709,101028984,105772451
16112,2711 Dijon,27,Bourgogne-Franche-Comté,2711,Dijon,032009,114134,115017,680790893,712019967
16350,2706 Besançon,27,Bourgogne-Franche-Comté,2706,Besançon,032009,79607,80120,437075060,453389239
16483,2714 Montbéliard,27,Bourgogne-Franche-Comté,2714,Montbéliard,032009,49767,50355,316798272,330624427
16619,2803 Bernay,28,Normandie,2803,Bernay,032009,14223,14366,81940474,85703882
16744,2812 L'Aigle,28,Normandie,2812,L'Aigle,032009,1144,1139,7120330,7466352
16780,2813 Le Havre,28,Normandie,2813,Le Havre,032009,98028,98203,612079014,633949226
16807,2815 Rouen,28,Normandie,2815,Rouen,032009,206022,207621,1262131411,1307589857
16906,0054 Beauvais,28,Normandie,54,Beauvais,032009,3996,4033,25805828,27206820
17051,2802 Avranches,28,Normandie,2802,Avranches,032009,20668,20964,108883765,114150504
17130,2805 Cherbourg en Cotentin,28,Normandie,2805,Cherbourg en Cotentin,032009,41227,41724,244975466,254373475
17160,2806 Coutances,28,Normandie,2806,Coutances,032009,11639,11885,60083722,63358032
17191,2809 Flers,28,Normandie,2809,Flers,032009,25448,25736,137048932,144655067
17256,2811 Honfleur Pont-Audemer,28,Normandie,2811,Honfleur Pont-Audemer,032009,11142,11497,60935594,65927657
17288,2812 L'Aigle,28,Normandie,2812,L'Aigle,032009,8230,8268,44119531,46474460
17317,2814 Lisieux,28,Normandie,2814,Lisieux,032009,18960,19203,103015925,107322591
17808,7503 Bayonne,75,Nouvelle-Aquitaine,7503,Bayonne,032009,80453,82802,453165928,480133032
17837,7504 Bergerac,75,Nouvelle-Aquitaine,7504,Bergerac,032009,20176,20516,104665208,109665154
17871,7505 Bordeaux,75,Nouvelle-Aquitaine,7505,Bordeaux,032009,316280,318710,2023305428,2084417398
17905,7507 Brive-la-Gaillarde,75,Nouvelle-Aquitaine,7507,Brive-la-Gaillarde,032009,4310,4361,23714062,25605144
18023,7515 Lesparre-Médoc,75,Nouvelle-Aquitaine,7515,Lesparre-Médoc,032009,7948,8594,39335720,44012173
18108,7518 Marmande,75,Nouvelle-Aquitaine,7518,Marmande,032009,18905,19079,94375938,97751252
18136,7519 Mont-de-Marsan,75,Nouvelle-Aquitaine,7519,Mont-de-Marsan,032009,25471,25931,133258682,140129256
18207,7522 Pau,75,Nouvelle-Aquitaine,7522,Pau,032009,81277,81825,486812121,504774753
18307,7529 Sarlat-La-Canéda,75,Nouvelle-Aquitaine,7529,Sarlat-La-Canéda,032009,10288,11151,49331332,55162535
18338,7532 Villeneuve-sur-Lot,75,Nouvelle-Aquitaine,7532,Villeneuve-sur-Lot,032009,16217,16651,81827420,85848208
18387,7511 Guéret,75,Nouvelle-Aquitaine,7511,Guéret,032009,20423,20667,102311317,106020922
18450,7527 Saint-Junien,75,Nouvelle-Aquitaine,7527,Saint-Junien,032009,10157,10298,54054506,57133674
18484,7531 Tulle,75,Nouvelle-Aquitaine,7531,Tulle,032009,15684,15968,79149434,82554631
18611,7607 Cahors,76,Occitanie,7607,Cahors,032009,16127,16407,80270739,84657639
18641,7608 Carcassonne-Limoux,76,Occitanie,7608,Carcassonne-Limoux,032009,5,5,13404,13600
18707,7610 Castres-Mazamet,76,Occitanie,7610,Castres-Mazamet,032009,32853,33194,185841016,192318716
18831,7615 Montauban,76,Occitanie,7615,Montauban,032009,33724,33992,177903234,184711061
18902,7621 Rodez,76,Occitanie,7621,Rodez,032009,34402,34971,182887730,192182778
18964,7624 Tarbes-Lourdes,76,Occitanie,7624,Tarbes-Lourdes,032009,54327,55317,283304409,298301632
19063,7603 Alès-Le Vigan,76,Occitanie,7603,Alès-Le Vigan,032009,31669,32167,158199890,164057004
19090,7605 Bagnols-sur-Cèze,76,Occitanie,7605,Bagnols-sur-Cèze,032009,17183,17318,119504950,122969454
19149,7608 Carcassonne-Limoux,76,Occitanie,7608,Carcassonne-Limoux,032009,32821,33448,164121429,172147206
19455,7625 Toulouse,76,Occitanie,7625,Toulouse,032009,7,8,13365,14526
19586,8402 Aubenas,84,Auvergne-Rhône-Alpes,8402,Aubenas,032009,24545,25530,123281835,132657046
19680,8406 Bourgoin-Jallieu,84,Auvergne-Rhône-Alpes,8406,Bourgoin-Jallieu,032009,55997,56662,345325806,357006143
19771,8411 La Maurienne,84,Auvergne-Rhône-Alpes,8411,La Maurienne,032009,13449,11641,78093364,71181139
19806,8412 La Plaine du Forez,84,Auvergne-Rhône-Alpes,8412,La Plaine du Forez,032009,17150,17311,94306636,97303428
19892,8415 Le Chablais,84,Auvergne-Rhône-Alpes,8415,Le Chablais,032009,25601,23710,141013520,134596318
19924,8416 Le Genevois Français,84,Auvergne-Rhône-Alpes,8416,Le Genevois Français,032009,51416,51769,292761301,305433022
19953,8417 Le Livradois,84,Auvergne-Rhône-Alpes,8417,Le Livradois,032009,1315,1323,6716562,6892497
20021,8419 Le Puy en Velay,84,Auvergne-Rhône-Alpes,8419,Le Puy en Velay,032009,270,308,998012,1228680
20149,8425 Oyonnax,84,Auvergne-Rhône-Alpes,8425,Oyonnax,032009,20286,20338,124976016,127599746
20211,8427 Romans sur Isère,84,Auvergne-Rhône-Alpes,8427,Romans sur Isère,032009,21444,21659,119280825,123316819
20336,8433 Vienne-Annonay,84,Auvergne-Rhône-Alpes,8433,Vienne-Annonay,032009,55432,56069,320360775,336482697
20401,8435 Voiron,84,Auvergne-Rhône-Alpes,8435,Voiron,032009,38123,38559,221234787,226738529
20493,0064 Valréas,84,Auvergne-Rhône-Alpes,64,Valréas,032009,4196,4380,20316683,21510154
20613,8417 Le Livradois,84,Auvergne-Rhône-Alpes,8417,Le Livradois,032009,16190,16432,86971222,90615031
20703,8423 Montluçon,84,Auvergne-Rhône-Alpes,8423,Montluçon,032009,27385,27738,141315111,148540776
20760,8428 Saint Etienne,84,Auvergne-Rhône-Alpes,8428,Saint Etienne,032009,3354,3379,18152962,18811411
20800,8429 Saint Flour,84,Auvergne-Rhône-Alpes,8429,Saint Flour,032009,5638,5745,27484829,28540369
20946,9302 Briançon,93,Provence-Alpes-Côte d'Azur,9302,Briançon,032009,11600,10091,61180187,53968953
20974,9303 Brignoles,93,Provence-Alpes-Côte d'Azur,9303,Brignoles,032009,17176,17471,84956033,89065808
21154,9308 Draguignan,93,Provence-Alpes-Côte d'Azur,9308,Draguignan,032009,16427,16751,80576225,84637938
21333,9314 Menton,93,Provence-Alpes-Côte d'Azur,9314,Menton,032009,10530,10908,53964308,57808042
21398,9316 Orange,93,Provence-Alpes-Côte d'Azur,9316,Orange,032009,12186,12411,65763601,68980264
21466,9318 Toulon,93,Provence-Alpes-Côte d'Azur,9318,Toulon,032009,113484,116208,615176576,649048930
21497,0052 Arles,93,Provence-Alpes-Côte d'Azur,52,Arles,032009,23348,24230,123539239,131069032
21521,0053 Avignon,93,Provence-Alpes-Côte d'Azur,53,Avignon,032009,70205,71074,395849492,410700355
21616,9401 Ajaccio,94,Corse,9401,Ajaccio,032009,24318,25637,132517054,144620582
21645,9402 Bastia,94,Corse,9402,Bastia,032009,24864,25806,132323956,140965169
21799,9407 Propriano,94,Corse,9407,Propriano,032009,2113,2472,9974704,11848801
21844,3214 Laon,32,Hauts-de-France,3214,Laon,032009,19151,19300,100052220,105568277
21898,3220 Saint-Quentin,32,Hauts-de-France,3220,Saint-Quentin,032009,55577,56247,310214899,326448840
22000,0058 La Vallée de la Bresle-Vimeu,32,Hauts-de-France,58,La Vallée de la Bresle-Vimeu,032009,11025,11147,62209597,65656445
22038,3203 Arras,32,Hauts-de-France,3203,Arras,032009,44921,45508,248690879,260408295
22144,3206 Boulogne-sur-Mer,32,Hauts-de-France,3206,Boulogne-sur-Mer,032009,38027,39006,203642892,214730843
22294,3215 Lens,32,Hauts-de-France,3215,Lens,032009,86852,88132,475126748,496085247
22374,3218 Roubaix-Tourcoing,32,Hauts-de-France,3218,Roubaix-Tourcoing,032009,94441,95533,558627076,575417735
22535,4404 Chaumont,44,Grand Est,4404,Chaumont,032009,24894,25188,135229825,142315940
22598,4413 Reims,44,Grand Est,4413,Reims,032009,90133,90734,531826384,552008147
22726,4401 Bar-le-Duc,44,Grand Est,4401,Bar-le-Duc,032009,15725,15882,85070964,89842224
22751,4404 Chaumont,44,Grand Est,4404,Chaumont,032009,3997,4042,19325236,20303191
22785,4407 Épinal,44,Grand Est,4407,Épinal,032009,46094,47084,261698163,277729417
22994,4419 Sarrebourg,44,Grand Est,4419,Sarrebourg,032009,16841,17113,89791799,96668629
23065,4421 Sedan,44,Grand Est,4421,Sedan,032009,1963,1991,10402600,10846437
23186,4405 Colmar,44,Grand Est,4405,Colmar,032009,57309,58340,345044679,365191725
23244,4411 Mulhouse,44,Grand Est,4411,Mulhouse,032009,122545,123872,715171176,753220536
23515,5204 Château-Gontier,52,Pays de la Loire,5204,Château-Gontier,032009,9551,9606,49957157,52030903
23576,5206 Cholet,52,Pays de la Loire,5206,Cholet,032009,56973,57433,319363612,328267405
23609,5207 Fontenay-le-Comte,52,Pays de la Loire,5207,Fontenay-le-Comte,032009,23328,23852,120555709,126142347
23643,5208 La Ferté-Bernard,52,Pays de la Loire,5208,La Ferté-Bernard,032009,17866,18088,102505935,107474917
23728,5211 Laval,52,Pays de la Loire,5211,Laval,032009,44847,45162,254737481,265228131
23790,5213 Les Herbiers-Montaigu,52,Pays de la Loire,5213,Les Herbiers-Montaigu,032009,46669,48004,264218081,273343476
23851,5215 Mayenne,52,Pays de la Loire,5215,Mayenne,032009,19855,19992,107289432,112004846
24002,5220 Saumur,52,Pays de la Loire,5220,Saumur,032009,20247,20484,102773803,106246286
24062,0051 Alençon,52,Pays de la Loire,51,Alençon,032009,7088,7155,34018001,35626017
24126,5301 Auray,53,Bretagne,5301,Auray,032009,16294,17471,82549745,91767880
24189,5303 Carhaix-Plouguer,53,Bretagne,5303,Carhaix-Plouguer,032009,14174,14377,71212059,74953538
24218,5304 Dinan,53,Bretagne,5304,Dinan,032009,17645,18154,89839443,94111163
24289,5306 Guingamp,53,Bretagne,5306,Guingamp,032009,11861,11949,61620429,64059777
24331,5307 Lamballe-Armor,53,Bretagne,5307,Lamballe-Armor,032009,12210,12517,63156214,66423520
24470,5312 Pontivy-Loudéac,53,Bretagne,5312,Pontivy-Loudéac,032009,28665,28917,154621947,161397146
24504,5313 Quimper,53,Bretagne,5313,Quimper,032009,67782,69247,361579168,380466589
